GRE,MUNICIPIO,MESCADO - MUNICÍPIO E ESCOLA,CODIGOESCOLA,ESCOLA,DATAS,MATERIAIS,ALOCAÇÃO,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,TOTAL DE ALUNOS,HAS_DATE
10ª REGIAO DE ENSINO,APARECIDA,APARECIDA - EMEF ANTONIO MEIRA DE SA,25019481,EMEF ANTONIO MEIRA DE SA,12/11/2025,Apenas dos testes,Concluído,15,11,26,1
10ª REGIAO DE ENSINO,APARECIDA,APARECIDA - EMEF DJALMA GOMES DE SA,25019392,EMEF DJALMA GOMES DE SA,"17/11/2025, 18/11/2025",Apenas dos testes,Concluído,7,6,13,1
10ª REGIAO DE ENSINO,APARECIDA,APARECIDA - EMEF JOAO BATISTA DA SILVA,25019023,EMEF JOAO BATISTA DA SILVA,"17/11/2025, 18/11/2025",Apenas dos testes,Concluído,3,5,8,1
10ª REGIAO DE ENSINO,APARECIDA,APARECIDA - EMEF JOAQUIM HONORIO DE QUEIROGA,25018728,EMEF JOAQUIM HONORIO DE QUEIROGA,"17/11/2025, 18/11/2025",Apenas dos testes,Concluído,6,-,6,1
10ª REGIAO DE ENSINO,APARECIDA,APARECIDA - EMEF JOAQUINA AMELIA DE SA,25019406,EMEF JOAQUINA AMELIA DE SA,"13/11/2025, 14/11/2025",Apenas dos testes,Concluído,21,15,36,1
10ª REGIAO DE ENSINO,APARECIDA,APARECIDA - EMEF JORGE DELFINO DE LIMA,25018914,EMEF JORGE DELFINO DE LIMA,"17/11/2025, 18/11/2025",Apenas dos testes,Concluído,4,1,5,1
10ª REGIAO DE ENSINO,APARECIDA,APARECIDA - EMEF LILI QUEIROGA,25019490,EMEF LILI QUEIROGA,nan,nan,nan,10,9,19,0
10ª REGIAO DE ENSINO,APARECIDA,APARECIDA - EMEF NIVALDO GOMES DE SA,25019678,EMEF NIVALDO GOMES DE SA,"17/11/2025, 18/11/2025",Apenas dos testes,Concluído,4,5,9,1
10ª REGIAO DE ENSINO,APARECIDA,APARECIDA - EMEF SEVERINA FERREIRA DE SOUSA,25241923,EMEF SEVERINA FERREIRA DE SOUSA,"17/11/2025, 18/11/2025",Apenas dos testes,Concluído,16,24,40,1
10ª REGIAO DE ENSINO,APARECIDA,APARECIDA - ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL NABOR MEIRA GARRIDO,25133195,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL NABOR MEIRA GARRIDO,"17/11/2025, 18/11/2025",Apenas dos testes,Concluído,2,1,3,1
10ª REGIAO DE ENSINO,LASTRO,LASTRO - EMEIF ISRAEL ABRANTES FERREIRA,25014560,EMEIF ISRAEL ABRANTES FERREIRA,"13/11/2025, 14/11/2025","Sim, de todos os materiais e testes",Em andamento,8,11,19,1
10ª REGIAO DE ENSINO,LASTRO,LASTRO - EMEIF JOAO TEODORO DE OLIVIERA,25014536,EMEIF JOAO TEODORO DE OLIVIERA,13/11/2025,"Sim, de todos os materiais e testes",Em andamento,3,2,5,1
10ª REGIAO DE ENSINO,LASTRO,LASTRO - EMEIF MARIA JOAQUINA DE ABRANTES,25014501,EMEIF MARIA JOAQUINA DE ABRANTES,nan,nan,nan,7,4,11,0
10ª REGIAO DE ENSINO,LASTRO,LASTRO - INSTITUTO EDUCACIONAL DE ENSINO FUNDAMENTAL RONALDO GONCALVES SARMENTO,25014650,INSTITUTO EDUCACIONAL DE ENSINO FUNDAMENTAL RONALDO GONCALVES SARMENTO,"11/11/2025, 12/11/2025, 18/11/2025","Sim, de todos os materiais e testes",Concluído,32,21,53,1
10ª REGIAO DE ENSINO,MARIZOPOLIS,MARIZOPOLIS - ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL INTEGRAL JOAO ALEXANDRE DE OLIVEIRA,25113968,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL INTEGRAL JOAO ALEXANDRE DE OLIVEIRA,"13/11/2025, 14/11/2025, 15/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,10,2,12,1
10ª REGIAO DE ENSINO,MARIZOPOLIS,MARIZOPOLIS - ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL INSTITUTO JOAQUINA DE PAIVA GADELHA,25019562,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL INSTITUTO JOAQUINA DE PAIVA GADELHA,"13/11/2025, 14/11/2025, 15/11/2025, 16/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,-,15,15,1
10ª REGIAO DE ENSINO,MARIZOPOLIS,MARIZOPOLIS - ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL INTEGRAL VEREADOR JOAO GONCALVES DE SOUSA,25125133,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL INTEGRAL VEREADOR JOAO GONCALVES DE SOUSA,"13/11/2025, 14/11/2025, 15/11/2025, 16/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,59,43,102,1
10ª REGIAO DE ENSINO,MARIZOPOLIS,MARIZOPOLIS - ESCOLA MUNICIPAL DE ENSINO INFANTIL E FUNDAMENTAL JOAQUIM VIEIRA DA SILVA,25018779,ESCOLA MUNICIPAL DE ENSINO INFANTIL E FUNDAMENTAL JOAQUIM VIEIRA DA SILVA,"13/11/2025, 14/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,2,1,3,1
10ª REGIAO DE ENSINO,NAZAREZINHO,NAZAREZINHO - EMEIEF AMELIA MARIA SARMENTO,25015060,EMEIEF AMELIA MARIA SARMENTO,"17/11/2025, 18/11/2025","Sim, de todos os materiais e testes",Concluído,103,74,177,1
10ª REGIAO DE ENSINO,SANTA CRUZ,SANTA CRUZ - EMEF ADAUTO FERREIRA DE ANDRADE,25017179,EMEF ADAUTO FERREIRA DE ANDRADE,"13/11/2025, 14/11/2025","Sim, de todos os materiais e testes",Concluído,53,45,98,1
10ª REGIAO DE ENSINO,SANTA CRUZ,SANTA CRUZ - EMEIF JANUARIO AVELINO DE SOUSA,25017357,EMEIF JANUARIO AVELINO DE SOUSA,"11/11/2025, 12/11/2025","Sim, de todos os materiais e testes",Concluído,9,13,22,1
10ª REGIAO DE ENSINO,SANTA CRUZ,SANTA CRUZ - EMEIF JOSE JOAQUIM DA SILVA,25017276,EMEIF JOSE JOAQUIM DA SILVA,18/11/2025,"Sim, de todos os materiais e testes",Concluído,4,2,6,1
10ª REGIAO DE ENSINO,SANTA CRUZ,SANTA CRUZ - EMEIF MARIA MARTINS LOPES,25017306,EMEIF MARIA MARTINS LOPES,"11/11/2025, 12/11/2025","Sim, de todos os materiais e testes",Concluído,19,6,25,1
10ª REGIAO DE ENSINO,SAO FRANCISCO,SAO FRANCISCO - EMEF DR FRANCISCO DE SALES G DE OLIVEIRA,25019716,EMEF DR FRANCISCO DE SALES G DE OLIVEIRA,"12/11/2025, 13/11/2025, 14/11/2025, 15/11/2025, 16/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,28,21,49,1
10ª REGIAO DE ENSINO,SAO FRANCISCO,SAO FRANCISCO - EMEF JOAO LOPES DA SILVA,25019651,EMEF JOAO LOPES DA SILVA,"11/11/2025, 12/11/2025, 13/11/2025, 14/11/2025, 15/11/2025, 16/11/2025, 17/11/2025, 18/11/2025","Sim, de todos os materiais e testes",Concluído,16,12,28,1
10ª REGIAO DE ENSINO,SAO JOSE DA LAGOA TAPADA,SAO JOSE DA LAGOA TAPADA - EMEF ANTONIO JOSE DE SOUSA,25017543,EMEF ANTONIO JOSE DE SOUSA,13/11/2025,"Sim, de todos os materiais e testes",Concluído,4,8,12,1
10ª REGIAO DE ENSINO,SAO JOSE DA LAGOA TAPADA,SAO JOSE DA LAGOA TAPADA - EMEF APRIGIO RABELO DE SA,25017560,EMEF APRIGIO RABELO DE SA,13/11/2025,"Sim, de todos os materiais e testes",Concluído,3,3,6,1
10ª REGIAO DE ENSINO,SAO JOSE DA LAGOA TAPADA,SAO JOSE DA LAGOA TAPADA - EMEF CELESTINO GOMES DE SA,25101927,EMEF CELESTINO GOMES DE SA,"12/11/2025, 14/11/2025","Sim, de todos os materiais e testes",Concluído,34,22,56,1
10ª REGIAO DE ENSINO,SAO JOSE DA LAGOA TAPADA,SAO JOSE DA LAGOA TAPADA - EMEF JOAO ARAUJO NETO,25017632,EMEF JOAO ARAUJO NETO,"12/11/2025, 14/11/2025","Sim, de todos os materiais e testes",Concluído,4,7,11,1
10ª REGIAO DE ENSINO,SAO JOSE DA LAGOA TAPADA,SAO JOSE DA LAGOA TAPADA - EMEF MARIA MARQUES FORMIGA DE SOUSA,25154400,EMEF MARIA MARQUES FORMIGA DE SOUSA,"14/11/2025, 17/11/2025","Sim, de todos os materiais e testes",Concluído,26,24,50,1
10ª REGIAO DE ENSINO,SAO JOSE DA LAGOA TAPADA,SAO JOSE DA LAGOA TAPADA - EMEF MARIA MENDES DE JESUS,25017705,EMEF MARIA MENDES DE JESUS,"13/11/2025, 14/11/2025","Sim, de todos os materiais e testes",Concluído,6,6,12,1
10ª REGIAO DE ENSINO,SAO JOSE DA LAGOA TAPADA,SAO JOSE DA LAGOA TAPADA - ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL IRACIR PEREIRA DE SOUSA,25134310,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL IRACIR PEREIRA DE SOUSA,"14/11/2025, 17/11/2025","Sim, de todos os materiais e testes",Concluído,20,20,40,1
10ª REGIAO DE ENSINO,SOUSA,SOUSA - EEEF BENTO FREIRE,25018132,EEEF BENTO FREIRE,12/11/2025,Não foi iniciado,Em andamento,-,14,14,1
10ª REGIAO DE ENSINO,SOUSA,SOUSA - EEEF JAIME MEIRA FONTES,25018264,EEEF JAIME MEIRA FONTES,17/11/2025,Não foi iniciado,Concluído,10,7,17,1
10ª REGIAO DE ENSINO,SOUSA,SOUSA - EEEF RENE ALVES RAMALHO,25130846,EEEF RENE ALVES RAMALHO,nan,nan,nan,14,12,26,0
10ª REGIAO DE ENSINO,SOUSA,SOUSA - EEEFM CONEGO JOAO CARTAXO ROLIM,25018221,EEEFM CONEGO JOAO CARTAXO ROLIM,nan,nan,nan,13,-,13,0
10ª REGIAO DE ENSINO,SOUSA,SOUSA - EMEF ALEXANDRE FRANCISCO AMERICO,25018965,EMEF ALEXANDRE FRANCISCO AMERICO,nan,nan,nan,4,3,7,0
10ª REGIAO DE ENSINO,SOUSA,SOUSA - EMEF BATISTA GAMBARRA,25018990,EMEF BATISTA GAMBARRA,nan,nan,nan,38,38,76,0
10ª REGIAO DE ENSINO,SOUSA,SOUSA - EMEF CICERO INACIO DE OLIVEIRA,25019805,EMEF CICERO INACIO DE OLIVEIRA,nan,nan,nan,2,-,2,0
10ª REGIAO DE ENSINO,SOUSA,SOUSA - EMEF CLOTARIO DE PAIVA GADELHA,25107208,EMEF CLOTARIO DE PAIVA GADELHA,nan,nan,nan,20,28,48,0
10ª REGIAO DE ENSINO,SOUSA,SOUSA - EMEF DEGMA LUCIA,25018493,EMEF DEGMA LUCIA,nan,nan,nan,17,11,28,0
10ª REGIAO DE ENSINO,SOUSA,SOUSA - EMEF FRANCISCA DE SOUSA SA,25019325,EMEF FRANCISCA DE SOUSA SA,nan,nan,nan,-,1,1,0
10ª REGIAO DE ENSINO,SOUSA,SOUSA - EMEF FRANCISCO ANTONIO DO NASCIMENTO,25019015,EMEF FRANCISCO ANTONIO DO NASCIMENTO,nan,nan,nan,8,-,8,0
10ª REGIAO DE ENSINO,SOUSA,SOUSA - EMEF IRMA MARIA IRAIDES HOLANDA LAVOR,25111418,EMEF IRMA MARIA IRAIDES HOLANDA LAVOR,nan,nan,nan,23,27,50,0
10ª REGIAO DE ENSINO,SOUSA,SOUSA - EMEF JOAO BATISTA DO NASCIMENTO,25111728,EMEF JOAO BATISTA DO NASCIMENTO,nan,nan,nan,20,27,47,0
10ª REGIAO DE ENSINO,SOUSA,SOUSA - EMEF JOSE ALEXANDRE NASCIMENTO,25019295,EMEF JOSE ALEXANDRE NASCIMENTO,nan,nan,nan,-,11,11,0
10ª REGIAO DE ENSINO,SOUSA,SOUSA - EMEF MARIA AURITA DA SILVA,25018400,EMEF MARIA AURITA DA SILVA,nan,nan,nan,24,36,60,0
10ª REGIAO DE ENSINO,SOUSA,SOUSA - EMEF MARIA MARQUES DE SOUSA,25019074,EMEF MARIA MARQUES DE SOUSA,nan,nan,nan,34,21,55,0
10ª REGIAO DE ENSINO,SOUSA,SOUSA - EMEF OTACILIO GOMES DE SA,25019090,EMEF OTACILIO GOMES DE SA,nan,nan,nan,16,20,36,0
10ª REGIAO DE ENSINO,SOUSA,SOUSA - EMEF ROMULO PIRES,25019120,EMEF ROMULO PIRES,"11/11/2025, 12/11/2025, 13/11/2025, 14/11/2025, 17/11/2025, 18/11/2025","Sim, de todos os materiais e testes",Concluído,90,98,188,1
10ª REGIAO DE ENSINO,SOUSA,SOUSA - EMEF SINHA GADELHA,25019147,EMEF SINHA GADELHA,"11/11/2025, 12/11/2025, 13/11/2025, 14/11/2025, 15/11/2025, 16/11/2025, 17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,35,36,71,1
10ª REGIAO DE ENSINO,SOUSA,SOUSA - EMEF TOZINHO GADELHA,25019155,EMEF TOZINHO GADELHA,nan,nan,nan,45,38,83,0
10ª REGIAO DE ENSINO,SOUSA,SOUSA - EMEFM JOSE REIS,25019066,EMEFM JOSE REIS,nan,nan,nan,28,21,49,0
10ª REGIAO DE ENSINO,SOUSA,SOUSA - EMEFM MARIA ESTRELA DE OLIVEIRA,25018485,EMEFM MARIA ESTRELA DE OLIVEIRA,nan,nan,nan,20,31,51,0
10ª REGIAO DE ENSINO,SOUSA,SOUSA - EMEIEF ANTONIO PEREIRA DA SILVA,25130013,EMEIEF ANTONIO PEREIRA DA SILVA,nan,nan,nan,78,54,132,0
10ª REGIAO DE ENSINO,SOUSA,SOUSA - EMEIEF PAPA PAULO VI,25018590,EMEIEF PAPA PAULO VI,nan,nan,nan,66,75,141,0
10ª REGIAO DE ENSINO,SOUSA,SOUSA - EMEIF FRANCISCO GARCIA DA SILVA,25018531,EMEIF FRANCISCO GARCIA DA SILVA,nan,nan,nan,39,43,82,0
10ª REGIAO DE ENSINO,SOUSA,SOUSA - ESCOLA MUNICIPAL INTEGRAL DE ENSINO FUNDAMENTAL FRANCISCO MENDES BRAGA,25135368,ESCOLA MUNICIPAL INTEGRAL DE ENSINO FUNDAMENTAL FRANCISCO MENDES BRAGA,nan,nan,nan,13,20,33,0
10ª REGIAO DE ENSINO,VIEIROPOLIS,VIEIROPOLIS - EMEF AGRIPINO FERNANDES DAS CHAGAS,25019775,EMEF AGRIPINO FERNANDES DAS CHAGAS,17/11/2025,"Sim, de todos os materiais e testes",Concluído,26,17,43,1
10ª REGIAO DE ENSINO,VIEIROPOLIS,VIEIROPOLIS - EMEF JOAO ALVES DE SOUSA,25018957,EMEF JOAO ALVES DE SOUSA,"13/11/2025, 18/11/2025","Sim, de todos os materiais e testes",Concluído,8,8,16,1
10ª REGIAO DE ENSINO,VIEIROPOLIS,VIEIROPOLIS - EMEF NOEL ALVES DE OLIVEIRA,25019791,EMEF NOEL ALVES DE OLIVEIRA,12/11/2025,"Sim, de todos os materiais e testes",Concluído,13,12,25,1
10ª REGIAO DE ENSINO,VIEIROPOLIS,VIEIROPOLIS - EMEIF ANTONIA MARIA DA COSTA,25019783,EMEIF ANTONIA MARIA DA COSTA,"17/11/2025, 18/11/2025","Sim, de todos os materiais e testes",Concluído,10,15,25,1
11ª REGIAO DE ENSINO,AGUA BRANCA,AGUA BRANCA - EMEF ANDRE ALVES DO NASCIMENTO,25033476,EMEF ANDRE ALVES DO NASCIMENTO,nan,nan,nan,4,2,6,0
11ª REGIAO DE ENSINO,AGUA BRANCA,AGUA BRANCA - EMEF AUGUSTO DOS ANJOS,25033549,EMEF AUGUSTO DOS ANJOS,nan,nan,nan,-,5,5,0
11ª REGIAO DE ENSINO,AGUA BRANCA,AGUA BRANCA - EMEF FRANCISCO LOPES DA SILVA,25033573,EMEF FRANCISCO LOPES DA SILVA,nan,nan,nan,2,4,6,0
11ª REGIAO DE ENSINO,AGUA BRANCA,AGUA BRANCA - EMEF JOAQUIM MINERVINO DE SOUSA,25105515,EMEF JOAQUIM MINERVINO DE SOUSA,nan,nan,nan,3,7,10,0
11ª REGIAO DE ENSINO,AGUA BRANCA,AGUA BRANCA - EMEF JOSE GOMES DE SALES,25033514,EMEF JOSE GOMES DE SALES,nan,nan,nan,1,3,4,0
11ª REGIAO DE ENSINO,AGUA BRANCA,AGUA BRANCA - EMEF MANOEL GONCALVES DE MOURA,25033654,EMEF MANOEL GONCALVES DE MOURA,nan,nan,nan,1,2,3,0
11ª REGIAO DE ENSINO,AGUA BRANCA,AGUA BRANCA - EMEF SEVERINO FIRMINO DE SANTANA,25033425,EMEF SEVERINO FIRMINO DE SANTANA,nan,nan,nan,2,2,4,0
11ª REGIAO DE ENSINO,AGUA BRANCA,AGUA BRANCA - EMEF TIAGO DE OLIVEIRA LIMA,25178806,EMEF TIAGO DE OLIVEIRA LIMA,nan,nan,nan,2,4,6,0
11ª REGIAO DE ENSINO,AGUA BRANCA,AGUA BRANCA - EMEIF DELFINO JOSE DOS SANTOS,25033557,EMEIF DELFINO JOSE DOS SANTOS,nan,nan,nan,22,19,41,0
11ª REGIAO DE ENSINO,AGUA BRANCA,AGUA BRANCA - EMEIF MAE IAIA,25033158,EMEIF MAE IAIA,nan,nan,nan,84,72,156,0
11ª REGIAO DE ENSINO,AGUA BRANCA,AGUA BRANCA - EMEIF MARIA DE LOURDES GUILHERME,25104969,EMEIF MARIA DE LOURDES GUILHERME,nan,nan,nan,3,9,12,0
11ª REGIAO DE ENSINO,IMACULADA,IMACULADA - EEEF DELMIRO DANTAS,25034227,EEEF DELMIRO DANTAS,nan,nan,nan,13,18,31,0
11ª REGIAO DE ENSINO,IMACULADA,IMACULADA - EMEIF FRANCISCA QUIRINO FERREIRA,25109995,EMEIF FRANCISCA QUIRINO FERREIRA,14/11/2025,"Sim, de todos os materiais e testes",Concluído,45,46,91,1
11ª REGIAO DE ENSINO,IMACULADA,IMACULADA - EMEIF JOAO GONCALVES DA SILVA,25034715,EMEIF JOAO GONCALVES DA SILVA,nan,nan,nan,10,8,18,0
11ª REGIAO DE ENSINO,IMACULADA,IMACULADA - EMEIF JOSE ALVES SABINO,25034456,EMEIF JOSE ALVES SABINO,nan,nan,nan,7,2,9,0
11ª REGIAO DE ENSINO,IMACULADA,IMACULADA - EMEIF JOSE PEDRO DE MELO,25034570,EMEIF JOSE PEDRO DE MELO,13/11/2025,"Sim, de todos os materiais e testes",Concluído,7,7,14,1
11ª REGIAO DE ENSINO,IMACULADA,IMACULADA - EMEIF JOSE VIEIRA DA SILVA,25034464,EMEIF JOSE VIEIRA DA SILVA,nan,nan,nan,9,8,17,0
11ª REGIAO DE ENSINO,IMACULADA,IMACULADA - EMEIF MARIA MADALENA TORRES DANTAS,25034642,EMEIF MARIA MADALENA TORRES DANTAS,nan,nan,nan,20,19,39,0
11ª REGIAO DE ENSINO,IMACULADA,IMACULADA - EMEIF MARIA PEREIRA DOS SANTOS,25034510,EMEIF MARIA PEREIRA DOS SANTOS,18/11/2025,"Sim, de todos os materiais e testes",Concluído,20,16,36,1
11ª REGIAO DE ENSINO,JURU,JURU - EMEIEF CORNELIO DE SOUZA NASCIMENTO,25034855,EMEIEF CORNELIO DE SOUZA NASCIMENTO,nan,nan,nan,11,16,27,0
11ª REGIAO DE ENSINO,JURU,JURU - EMEIF ANTONIO ALVES DA SILVA,25111698,EMEIF ANTONIO ALVES DA SILVA,nan,nan,nan,93,58,151,0
11ª REGIAO DE ENSINO,JURU,JURU - EMEIF LUIZ DE SOUSA BRASIL,25035193,EMEIF LUIZ DE SOUSA BRASIL,nan,nan,nan,2,4,6,0
11ª REGIAO DE ENSINO,JURU,JURU - EMEIF MANOEL BARBOSA,25035207,EMEIF MANOEL BARBOSA,nan,nan,nan,1,4,5,0
11ª REGIAO DE ENSINO,JURU,JURU - EMEIF POLONORDESTE,25035398,EMEIF POLONORDESTE,nan,nan,nan,9,13,22,0
11ª REGIAO DE ENSINO,JURU,JURU - EMEIF POSSIDONIO DA COSTA VERAS,25035231,EMEIF POSSIDONIO DA COSTA VERAS,nan,nan,nan,4,6,10,0
11ª REGIAO DE ENSINO,MANAIRA,MANAIRA - EEEF PROFESSORA ANTONIA DINIZ MAIA,25035444,EEEF PROFESSORA ANTONIA DINIZ MAIA,18/11/2025,"Sim, de todos os materiais e testes",Concluído,25,24,49,1
11ª REGIAO DE ENSINO,MANAIRA,MANAIRA - EMEF ANTONIO DE SOUSA BRASIL,25035487,EMEF ANTONIO DE SOUSA BRASIL,nan,nan,nan,4,9,13,0
11ª REGIAO DE ENSINO,MANAIRA,MANAIRA - EMEF ANTONIO FURTADO LEITE,25035517,EMEF ANTONIO FURTADO LEITE,nan,nan,nan,3,1,4,0
11ª REGIAO DE ENSINO,MANAIRA,MANAIRA - EMEF CICERO RABELO NOGUEIRA,25035576,EMEF CICERO RABELO NOGUEIRA,nan,nan,nan,-,5,5,0
11ª REGIAO DE ENSINO,MANAIRA,MANAIRA - EMEF JOSE DELFINO DA ROCHA,25118617,EMEF JOSE DELFINO DA ROCHA,nan,nan,nan,2,1,3,0
11ª REGIAO DE ENSINO,MANAIRA,MANAIRA - EMEF JOSE NICOLAU NOGUEIRA,25035924,EMEF JOSE NICOLAU NOGUEIRA,nan,nan,nan,3,5,8,0
11ª REGIAO DE ENSINO,MANAIRA,MANAIRA - EMEF LUIZ DE SOUSA PRIMO,25035703,EMEF LUIZ DE SOUSA PRIMO,nan,nan,nan,1,2,3,0
11ª REGIAO DE ENSINO,MANAIRA,MANAIRA - EMEF MANOEL LOPES DE SIQUEIRA,25035940,EMEF MANOEL LOPES DE SIQUEIRA,nan,nan,nan,3,4,7,0
11ª REGIAO DE ENSINO,MANAIRA,MANAIRA - EMEF MANOEL SANTANA DA SILVA,25035673,EMEF MANOEL SANTANA DA SILVA,nan,nan,nan,3,2,5,0
11ª REGIAO DE ENSINO,MANAIRA,MANAIRA - EMEF PEDRO DE FREITAS FRAZAO,25035738,EMEF PEDRO DE FREITAS FRAZAO,nan,nan,nan,2,5,7,0
11ª REGIAO DE ENSINO,MANAIRA,MANAIRA - EMEF PROFESSOR CICERO RABELO NOGUEIRA,25035967,EMEF PROFESSOR CICERO RABELO NOGUEIRA,nan,nan,nan,72,65,137,0
11ª REGIAO DE ENSINO,MANAIRA,MANAIRA - EMEF SEBASTIANA DINO,25035754,EMEF SEBASTIANA DINO,nan,nan,nan,6,3,9,0
11ª REGIAO DE ENSINO,MANAIRA,MANAIRA - EMEF SEBASTIANA MARIA DA CONCEICAO,25035746,EMEF SEBASTIANA MARIA DA CONCEICAO,nan,nan,nan,2,1,3,0
11ª REGIAO DE ENSINO,MANAIRA,MANAIRA - EMEF SITIO AREIAS DE OLHO DAGUA,25035525,EMEF SITIO AREIAS DE OLHO DAGUA,nan,nan,nan,4,1,5,0
11ª REGIAO DE ENSINO,PRINCESA ISABEL,PRINCESA ISABEL - EEEF MARCAL LIMA NETO,25037129,EEEF MARCAL LIMA NETO,nan,nan,nan,8,2,10,0
11ª REGIAO DE ENSINO,PRINCESA ISABEL,PRINCESA ISABEL - EEEF PROFESSORA IRACEMA MARQUES DE LIMA,25036297,EEEF PROFESSORA IRACEMA MARQUES DE LIMA,nan,nan,nan,14,13,27,0
11ª REGIAO DE ENSINO,PRINCESA ISABEL,PRINCESA ISABEL - EMEF ANTONIO RODRIGUES DE MEDEIROS,25036670,EMEF ANTONIO RODRIGUES DE MEDEIROS,nan,nan,nan,12,17,29,0
11ª REGIAO DE ENSINO,PRINCESA ISABEL,PRINCESA ISABEL - EMEF JOAO MADEIRO,25036823,EMEF JOAO MADEIRO,nan,nan,nan,10,5,15,0
11ª REGIAO DE ENSINO,PRINCESA ISABEL,PRINCESA ISABEL - EMEF JOSE RODRIGUES MAIA,25036700,EMEF JOSE RODRIGUES MAIA,nan,nan,nan,19,13,32,0
11ª REGIAO DE ENSINO,PRINCESA ISABEL,PRINCESA ISABEL - EMEF NOSSA SENHORA DO ROSARIO,25037072,EMEF NOSSA SENHORA DO ROSARIO,nan,nan,nan,111,107,218,0
11ª REGIAO DE ENSINO,PRINCESA ISABEL,PRINCESA ISABEL - EMEF PROFESSORA LUIZA FERREIRA DOS SANTOS,25131389,EMEF PROFESSORA LUIZA FERREIRA DOS SANTOS,nan,nan,nan,76,52,128,0
11ª REGIAO DE ENSINO,SAO JOSE DE PRINCESA,SAO JOSE DE PRINCESA - ESCOLA MUNICIPAL ALZIRA MOURA MAGALHAES,25037145,ESCOLA MUNICIPAL ALZIRA MOURA MAGALHAES,nan,nan,nan,17,16,33,0
11ª REGIAO DE ENSINO,SAO JOSE DE PRINCESA,SAO JOSE DE PRINCESA - ESCOLA MUNICIPAL JOAQUIM ANTAS FLORENTINO,25036980,ESCOLA MUNICIPAL JOAQUIM ANTAS FLORENTINO,nan,nan,nan,3,2,5,0
11ª REGIAO DE ENSINO,SAO JOSE DE PRINCESA,SAO JOSE DE PRINCESA - ESCOLA MUNICIPAL JOAQUIM JOVINO DE LIMA,25036831,ESCOLA MUNICIPAL JOAQUIM JOVINO DE LIMA,nan,nan,nan,1,9,10,0
11ª REGIAO DE ENSINO,SAO JOSE DE PRINCESA,SAO JOSE DE PRINCESA - ESCOLA MUNICIPAL LAGE DA ONCA,25036416,ESCOLA MUNICIPAL LAGE DA ONCA,nan,nan,nan,3,1,4,0
11ª REGIAO DE ENSINO,SAO JOSE DE PRINCESA,SAO JOSE DE PRINCESA - ESCOLA MUNICIPAL SEBASTIAO FRANCISCO DOS SANTOS,25037170,ESCOLA MUNICIPAL SEBASTIAO FRANCISCO DOS SANTOS,nan,nan,nan,6,10,16,0
11ª REGIAO DE ENSINO,TAVARES,TAVARES - ESCOLA MUNICIPAL DE EDUCACAO BASICA ISABEL MARIA DE FREITAS,25104934,ESCOLA MUNICIPAL DE EDUCACAO BASICA ISABEL MARIA DE FREITAS,nan,nan,nan,11,28,39,0
11ª REGIAO DE ENSINO,TAVARES,TAVARES - ESCOLA MUNICIPAL DE EDUCACAO BASICA JOANA EPAMINONDAS DE OLIVEIRA,25037692,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOANA EPAMINONDAS DE OLIVEIRA,nan,nan,nan,68,-,68,0
11ª REGIAO DE ENSINO,TAVARES,TAVARES - ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE NASCIMENTO DA SILVA,25037498,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE NASCIMENTO DA SILVA,nan,nan,nan,11,9,20,0
11ª REGIAO DE ENSINO,TAVARES,TAVARES - ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL BERNARDINO DO NASCIMENTO,25037609,ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL BERNARDINO DO NASCIMENTO,nan,nan,nan,10,8,18,0
11ª REGIAO DE ENSINO,TAVARES,TAVARES - ESCOLA MUNICIPAL DE EDUCACAO BASICA MARIA AMELIA DA CONCEICAO,25037510,ESCOLA MUNICIPAL DE EDUCACAO BASICA MARIA AMELIA DA CONCEICAO,nan,nan,nan,13,11,24,0
