GRE,MUNICIPIO,MESCADO - MUNICÍPIO E ESCOLA,CODIGOESCOLA,ESCOLA,DATAS,MATERIAIS,ALOCAÇÃO,ENSINO FUNDAMENTAL DE 9 ANOS - 1º ANO,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,TOTAL DE ALUNOS,HAS_DATE
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EM MONSENHOR JOAO COUTINHO,25096222,EM MONSENHOR JOAO COUTINHO,"11/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Em andamento,67,95,162,1
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EM MONTEIRO LOBATO,25096249,EM MONTEIRO LOBATO,"11/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Em andamento,67,83,150,1
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EM NAPOLEAO LAUREANO,25096265,EM NAPOLEAO LAUREANO,"11/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Em andamento,47,30,77,1
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EM NAZINHA BARBOSA,25105612,EM NAZINHA BARBOSA,"11/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Em andamento,56,63,119,1
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EM OLIVIO RIBEIRO CAMPOS,25096290,EM OLIVIO RIBEIRO CAMPOS,nan,nan,nan,46,50,96,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EM PADRE LEONEL DA FRANCA,25096664,EM PADRE LEONEL DA FRANCA,nan,nan,nan,94,93,187,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EM PEDRA DO REINO,25114999,EM PEDRA DO REINO,nan,nan,nan,92,94,186,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EM PRESIDENTE JOAO PESSOA,25093380,EM PRESIDENTE JOAO PESSOA,nan,nan,nan,49,70,119,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EM PROFESSOR ABRAAO ALVES DE CARVALHO,25134736,EM PROFESSOR ABRAAO ALVES DE CARVALHO,nan,nan,nan,89,83,172,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EM PROFESSOR AFONSO PEREIRA DA SILVA,25258940,EM PROFESSOR AFONSO PEREIRA DA SILVA,nan,nan,nan,117,181,298,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EM PROFESSOR HUGO MOURA,25096354,EM PROFESSOR HUGO MOURA,nan,nan,nan,70,73,143,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EM PROFESSOR LUIZ MENDES PONTES,25096389,EM PROFESSOR LUIZ MENDES PONTES,nan,nan,nan,24,24,48,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EM PROFESSOR LYNALDO CAVALCANTI DE ALBUQUERQUE,25096419,EM PROFESSOR LYNALDO CAVALCANTI DE ALBUQUERQUE,nan,nan,nan,49,76,125,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EM PROFESSORA ANA CRISTINA ROLIM MACHADO,25096435,EM PROFESSORA ANA CRISTINA ROLIM MACHADO,nan,nan,nan,61,74,135,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EM PROFESSORA ANALICE GONCALVES CARVALHO,25096451,EM PROFESSORA ANALICE GONCALVES CARVALHO,nan,nan,nan,37,38,75,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EM PROFESSORA ANAYDE BEIRIZ,25139401,EM PROFESSORA ANAYDE BEIRIZ,nan,nan,nan,128,125,253,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EM PROFESSORA LUCIA GIOVANNA DUARTE DE MELO,25129252,EM PROFESSORA LUCIA GIOVANNA DUARTE DE MELO,nan,nan,nan,186,195,381,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EM PROFESSORA MARIA MADALENA GUEDES PEREIRA,25096109,EM PROFESSORA MARIA MADALENA GUEDES PEREIRA,nan,nan,nan,51,56,107,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EM PROFESSORA TERCIA BONAVIDES LINS,25093746,EM PROFESSORA TERCIA BONAVIDES LINS,nan,nan,nan,95,118,213,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EM QUILOMBOLA PROFESSORA ANTONIA DO SOCORRO SILVA MACHADO,25095463,EM QUILOMBOLA PROFESSORA ANTONIA DO SOCORRO SILVA MACHADO,nan,nan,nan,44,62,106,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EM SEN RUY CARNEIRO,25096494,EM SEN RUY CARNEIRO,nan,nan,nan,142,134,276,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EM SERAFICO DA NOBREGA,25096516,EM SERAFICO DA NOBREGA,nan,nan,nan,34,41,75,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EM VIOLETA FORMIGA,25096613,EM VIOLETA FORMIGA,nan,nan,nan,50,89,139,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EM VIRGINIUS DA GAMA E MELO,25096575,EM VIRGINIUS DA GAMA E MELO,nan,nan,nan,26,26,52,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EM ZULMIRA DE NOVAIS,25095749,EM ZULMIRA DE NOVAIS,nan,nan,nan,30,30,60,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EMAI AUGUSTO DOS ANJOS,25095501,EMAI AUGUSTO DOS ANJOS,nan,nan,nan,72,48,120,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EMAI CONEGO JOAO DE DEUS,25095633,EMAI CONEGO JOAO DE DEUS,nan,nan,nan,39,26,65,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EMAI DR JOAO SANTA CRUZ DE OLIVEIRA,25095790,EMAI DR JOAO SANTA CRUZ DE OLIVEIRA,nan,nan,nan,47,57,104,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EMAI DUQUE DE CAXIAS,25095854,EMAI DUQUE DE CAXIAS,nan,nan,nan,26,26,52,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EMAI ECONOMISTA CELSO MONTEIRO FURTADO,25096672,EMAI ECONOMISTA CELSO MONTEIRO FURTADO,nan,nan,nan,90,51,141,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EMAI ESCRITOR LUIZ AUGUSTO CRISPIM,25096427,EMAI ESCRITOR LUIZ AUGUSTO CRISPIM,nan,nan,nan,-,77,77,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EMAI JOAO XXIII,25092588,EMAI JOAO XXIII,nan,nan,nan,21,31,52,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EMAI JOSE PEREGRINO DE CARVALHO,25113194,EMAI JOSE PEREGRINO DE CARVALHO,nan,nan,nan,56,82,138,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EMAI PROFESSOR ANISIO TEIXEIRA,25095692,EMAI PROFESSOR ANISIO TEIXEIRA,nan,nan,nan,24,27,51,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EMAI PROFESSOR DURMEVAL TRIGUEIRO MENDES,25092570,EMAI PROFESSOR DURMEVAL TRIGUEIRO MENDES,nan,nan,nan,-,45,45,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EMAI PROFESSOR JOAO GADELHA DE OLIVEIRA FILHO,25096176,EMAI PROFESSOR JOAO GADELHA DE OLIVEIRA FILHO,nan,nan,nan,89,116,205,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EMAI PROFESSOR JOAO MEDEIROS,25096621,EMAI PROFESSOR JOAO MEDEIROS,nan,nan,nan,36,27,63,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EMAI PROFESSOR OSCAR DE CASTRO,25096400,EMAI PROFESSOR OSCAR DE CASTRO,nan,nan,nan,59,71,130,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EMAI PROFESSOR PAULO FREIRE,25113186,EMAI PROFESSOR PAULO FREIRE,nan,nan,nan,46,45,91,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EMAI RADEGUNDIS FEITOSA NUNES,25125257,EMAI RADEGUNDIS FEITOSA NUNES,nan,nan,nan,54,56,110,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EMAI SANTOS DUMONT,25096486,EMAI SANTOS DUMONT,nan,nan,nan,24,42,66,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EMAI UBIRAJARA TARGINO BOTTO,25096680,EMAI UBIRAJARA TARGINO BOTTO,nan,nan,nan,20,21,41,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EMEI ANA NERY,25095773,EMEI ANA NERY,nan,nan,nan,19,25,44,0
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EMEI PADRE BARTOLOMEU DE GUSMAO,25096656,EMEI PADRE BARTOLOMEU DE GUSMAO,"11/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Em andamento,32,59,91,1
1ª REGIAO DE ENSINO,JOAO PESSOA,JOAO PESSOA - EMEI ROTARY FRANCISCO EDWAR DE AGUIAR,25095935,EMEI ROTARY FRANCISCO EDWAR DE AGUIAR,"11/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Em andamento,45,26,71,1
2ª REGIAO DE ENSINO,ALAGOINHA,ALAGOINHA - ESC MUN ENS FUND CARLOS MARTINS BELTRAO,25066420,ESC MUN ENS FUND CARLOS MARTINS BELTRAO,11/11/2025,"Sim, de todos os materiais e testes",Concluído,-,53,53,1
2ª REGIAO DE ENSINO,ALAGOINHA,ALAGOINHA - ESCOLA MUNICIPAL PREFEITO RICARDO BELTRAO,25125192,ESCOLA MUNICIPAL PREFEITO RICARDO BELTRAO,11/11/2025,"Sim, de todos os materiais e testes",Concluído,14,-,14,1
2ª REGIAO DE ENSINO,ALAGOINHA,ALAGOINHA - ESCOLA MUNICIPAL SEVERINO FLAVIANO CAVALCANTE,25066501,ESCOLA MUNICIPAL SEVERINO FLAVIANO CAVALCANTE,"12/11/2025, 13/11/2025, 14/11/2025, 17/11/2025, 18/11/2025","Sim, de todos os materiais e testes",Concluído,115,-,115,1
2ª REGIAO DE ENSINO,ALAGOINHA,ALAGOINHA - GR MUL ANTONIO JACO,25066587,GR MUL ANTONIO JACO,"12/11/2025, 13/11/2025","Sim, de todos os materiais e testes",Concluído,24,23,47,1
2ª REGIAO DE ENSINO,ALAGOINHA,ALAGOINHA - GR MUL JOSE BARBOSA DE LUCENA,25066609,GR MUL JOSE BARBOSA DE LUCENA,12/11/2025,"Sim, de todos os materiais e testes",Concluído,-,50,50,1
2ª REGIAO DE ENSINO,ARACAGI,ARACAGI - EMEF ALICE DE ALMEIDA CARNEIRO,25066692,EMEF ALICE DE ALMEIDA CARNEIRO,"13/11/2025, 14/11/2025","Sim, de todos os materiais e testes",Concluído,46,57,103,1
2ª REGIAO DE ENSINO,ARACAGI,ARACAGI - EMEF BOM JESUS,25066706,EMEF BOM JESUS,13/11/2025,"Sim, de todos os materiais e testes",Concluído,2,5,7,1
2ª REGIAO DE ENSINO,ARACAGI,ARACAGI - EMEF DOUTOR FERNANDO DA CUNHA LIMA,25066994,EMEF DOUTOR FERNANDO DA CUNHA LIMA,13/11/2025,"Sim, de todos os materiais e testes",Concluído,5,2,7,1
2ª REGIAO DE ENSINO,ARACAGI,ARACAGI - EMEF DR ORLANDO JORGE DE SOUZA,25066803,EMEF DR ORLANDO JORGE DE SOUZA,14/11/2025,"Sim, de todos os materiais e testes",Concluído,9,6,15,1
2ª REGIAO DE ENSINO,ARACAGI,ARACAGI - EMEF JOAO FERREIRA DA SILVA,25066820,EMEF JOAO FERREIRA DA SILVA,12/11/2025,"Sim, de todos os materiais e testes",Concluído,7,2,9,1
2ª REGIAO DE ENSINO,ARACAGI,ARACAGI - EMEF JOAO MAXIMINO,25067001,EMEF JOAO MAXIMINO,"13/11/2025, 14/11/2025","Sim, de todos os materiais e testes",Concluído,14,15,29,1
2ª REGIAO DE ENSINO,ARACAGI,ARACAGI - EMEF JOSE AMERICO DE ALMEIDA,25066854,EMEF JOSE AMERICO DE ALMEIDA,13/11/2025,"Sim, de todos os materiais e testes",Concluído,1,9,10,1
2ª REGIAO DE ENSINO,ARACAGI,ARACAGI - EMEF JOSE ROSAS DE VASCONCELOS,25067010,EMEF JOSE ROSAS DE VASCONCELOS,"13/11/2025, 14/11/2025",Apenas dos materiais,Em andamento,5,10,15,1
2ª REGIAO DE ENSINO,ARACAGI,ARACAGI - EMEF JULIO JOSE DA SILVA,25066889,EMEF JULIO JOSE DA SILVA,14/11/2025,"Sim, de todos os materiais e testes",Concluído,2,-,2,1
2ª REGIAO DE ENSINO,ARACAGI,ARACAGI - EMEF LUIZ BARBOSA,25066897,EMEF LUIZ BARBOSA,"13/11/2025, 14/11/2025",Apenas dos testes,Em andamento,17,14,31,1
2ª REGIAO DE ENSINO,ARACAGI,ARACAGI - EMEF MARGARIDA PESSOA COUTINHO,25066900,EMEF MARGARIDA PESSOA COUTINHO,"13/11/2025, 14/11/2025, 17/11/2025, 18/11/2025",Apenas dos testes,Concluído,42,42,84,1
2ª REGIAO DE ENSINO,ARACAGI,ARACAGI - EMEF NOSSA SENHORA DA LUZ,25066986,EMEF NOSSA SENHORA DA LUZ,"13/11/2025, 14/11/2025","Sim, de todos os materiais e testes",Concluído,6,8,14,1
2ª REGIAO DE ENSINO,ARACAGI,ARACAGI - EMEF OLIVIO MAROJA,25113348,EMEF OLIVIO MAROJA,"14/11/2025, 17/11/2025",Apenas dos materiais,Concluído,13,13,26,1
2ª REGIAO DE ENSINO,ARACAGI,ARACAGI - EMEF SAO TARCISIO,25067060,EMEF SAO TARCISIO,14/11/2025,"Sim, de todos os materiais e testes",Concluído,-,1,1,1
2ª REGIAO DE ENSINO,ARACAGI,ARACAGI - ESC MUN ENS FUND JOAO DUTRA DE ARAUJO,25066811,ESC MUN ENS FUND JOAO DUTRA DE ARAUJO,"13/11/2025, 14/11/2025",Apenas dos testes,Concluído,7,7,14,1
2ª REGIAO DE ENSINO,ARACAGI,ARACAGI - ESC MUN ENS FUND JOAQUIM BENTO DE OLIVEIRA,25066846,ESC MUN ENS FUND JOAQUIM BENTO DE OLIVEIRA,13/11/2025,"Sim, de todos os materiais e testes",Concluído,5,1,6,1
2ª REGIAO DE ENSINO,ARACAGI,ARACAGI - ESC MUN ENS FUND JOSE ALVES DE SOUZA,25066960,ESC MUN ENS FUND JOSE ALVES DE SOUZA,14/11/2025,"Sim, de todos os materiais e testes",Concluído,3,-,3,1
2ª REGIAO DE ENSINO,ARACAGI,ARACAGI - ESC MUN ENS FUND LUIZ PEREIRA DA SILVA,25066935,ESC MUN ENS FUND LUIZ PEREIRA DA SILVA,"13/11/2025, 14/11/2025, 17/11/2025","Sim, de todos os materiais e testes",Concluído,5,10,15,1
2ª REGIAO DE ENSINO,ARARA,ARARA - EMEIF BARRA DO SALGADO,25066072,EMEIF BARRA DO SALGADO,14/11/2025,"Sim, de todos os materiais e testes",Concluído,2,2,4,1
2ª REGIAO DE ENSINO,ARARA,ARARA - EMEIF CONEGO TEODOMIRO QUEIROZ,25066277,EMEIF CONEGO TEODOMIRO QUEIROZ,12/11/2025,"Sim, de todos os materiais e testes",Concluído,2,-,2,1
2ª REGIAO DE ENSINO,ARARA,ARARA - EMEIF JOAO MARTINS DE LIMA,25054830,EMEIF JOAO MARTINS DE LIMA,13/11/2025,"Sim, de todos os materiais e testes",Concluído,5,3,8,1
2ª REGIAO DE ENSINO,ARARA,ARARA - EMEIF JOAQUIM ALVES DA SILVA,25054937,EMEIF JOAQUIM ALVES DA SILVA,"12/11/2025, 13/11/2025, 17/11/2025","Sim, de todos os materiais e testes",Concluído,38,48,86,1
2ª REGIAO DE ENSINO,ARARA,ARARA - EMEIF JOSE FERREIRA DE MELO,25054945,EMEIF JOSE FERREIRA DE MELO,12/11/2025,"Sim, de todos os materiais e testes",Concluído,4,4,8,1
2ª REGIAO DE ENSINO,ARARA,ARARA - EMEIF MARIA DO CARMO CASTRO,25054864,EMEIF MARIA DO CARMO CASTRO,"13/11/2025, 14/11/2025","Sim, de todos os materiais e testes",Concluído,21,21,42,1
2ª REGIAO DE ENSINO,ARARA,ARARA - EMEIF MARIA JOSE DE ALBUQUERQUE,25054961,EMEIF MARIA JOSE DE ALBUQUERQUE,"14/11/2025, 17/11/2025","Sim, de todos os materiais e testes",Concluído,16,8,24,1
2ª REGIAO DE ENSINO,ARARA,ARARA - EMEIF OLINTO ONOFRE DE SOUZA,25054970,EMEIF OLINTO ONOFRE DE SOUZA,13/11/2025,"Sim, de todos os materiais e testes",Concluído,4,-,4,1
2ª REGIAO DE ENSINO,ARARA,ARARA - EMEIF POLO DE ARACA,25054872,EMEIF POLO DE ARACA,13/11/2025,"Sim, de todos os materiais e testes",Concluído,5,1,6,1
2ª REGIAO DE ENSINO,ARARA,ARARA - EMEIF SEVERINO ALVES DA SILVA,25054880,EMEIF SEVERINO ALVES DA SILVA,13/11/2025,"Sim, de todos os materiais e testes",Concluído,3,2,5,1
2ª REGIAO DE ENSINO,ARARUNA,ARARUNA - EMEF ANTONIO CANDIDO RIBEIRO,25059475,EMEF ANTONIO CANDIDO RIBEIRO,17/11/2025,"Sim, de todos os materiais e testes",Concluído,13,7,20,1
2ª REGIAO DE ENSINO,ARARUNA,ARARUNA - EMEF ANTONIO PINHEIRO DE ASSIS,25059289,EMEF ANTONIO PINHEIRO DE ASSIS,14/11/2025,"Sim, de todos os materiais e testes",Concluído,13,-,13,1
2ª REGIAO DE ENSINO,ARARUNA,ARARUNA - EMEF EM BOA VISTA,25059106,EMEF EM BOA VISTA,13/11/2025,"Sim, de todos os materiais e testes",Concluído,-,2,2,1
2ª REGIAO DE ENSINO,ARARUNA,ARARUNA - EMEF EM TIMBAUBA,25059165,EMEF EM TIMBAUBA,nan,nan,nan,3,2,5,0
2ª REGIAO DE ENSINO,ARARUNA,ARARUNA - EMEF ERNESTO MOREIRA,25059491,EMEF ERNESTO MOREIRA,"12/11/2025, 13/11/2025","Sim, de todos os materiais e testes",Concluído,14,16,30,1
2ª REGIAO DE ENSINO,ARARUNA,ARARUNA - EMEF JOSE FRANCISCO DE LIMA,25059432,EMEF JOSE FRANCISCO DE LIMA,"14/11/2025, 17/11/2025","Sim, de todos os materiais e testes",Concluído,14,19,33,1
2ª REGIAO DE ENSINO,ARARUNA,ARARUNA - EMEF MANOEL FRANCISCO MARTINIANO,25125710,EMEF MANOEL FRANCISCO MARTINIANO,12/11/2025,"Sim, de todos os materiais e testes",Concluído,2,4,6,1
2ª REGIAO DE ENSINO,ARARUNA,ARARUNA - EMEF MARIZETE ARAUJO BEZERRA,25059386,EMEF MARIZETE ARAUJO BEZERRA,12/11/2025,"Sim, de todos os materiais e testes",Concluído,41,35,76,1
2ª REGIAO DE ENSINO,ARARUNA,ARARUNA - EMEF MONSENHOR SEVERINO CAVALCANTE DE MIRANDA,25059181,EMEF MONSENHOR SEVERINO CAVALCANTE DE MIRANDA,"13/11/2025, 14/11/2025","Sim, de todos os materiais e testes",Concluído,15,17,32,1
2ª REGIAO DE ENSINO,ARARUNA,ARARUNA - EMEF PREFEITA MARIA CELESTE TORRES DA SILVA,25110829,EMEF PREFEITA MARIA CELESTE TORRES DA SILVA,13/11/2025,"Sim, de todos os materiais e testes",Concluído,15,19,34,1
2ª REGIAO DE ENSINO,ARARUNA,ARARUNA - EMEF RITA NUNES DA COSTA,25059408,EMEF RITA NUNES DA COSTA,"12/11/2025, 13/11/2025","Sim, de todos os materiais e testes",Concluído,66,69,135,1
2ª REGIAO DE ENSINO,ARARUNA,ARARUNA - EMEF SANTOS DUMONT,25059548,EMEF SANTOS DUMONT,17/11/2025,"Sim, de todos os materiais e testes",Concluído,7,11,18,1
2ª REGIAO DE ENSINO,ARARUNA,ARARUNA - EMEF SAO LUIS,25105272,EMEF SAO LUIS,14/11/2025,Apenas dos testes,Em andamento,1,2,3,1
2ª REGIAO DE ENSINO,ARARUNA,ARARUNA - EMPG NOSSA SENHORA DA LUZ,25059130,EMPG NOSSA SENHORA DA LUZ,13/11/2025,"Sim, de todos os materiais e testes",Concluído,2,-,2,1
2ª REGIAO DE ENSINO,AREIA,AREIA - EMEF DR JOSE INACIO DE MIRANDA PEREIRA,25120344,EMEF DR JOSE INACIO DE MIRANDA PEREIRA,"13/11/2025, 14/11/2025","Sim, de todos os materiais e testes",Concluído,8,6,14,1
2ª REGIAO DE ENSINO,AREIA,AREIA - EMEF JOAO CESAR,25064789,EMEF JOAO CESAR,"17/11/2025, 18/11/2025, 19/11/2025","Sim, de todos os materiais e testes",Concluído,28,31,59,1
2ª REGIAO DE ENSINO,AREIA,AREIA - EMEF JOSE LINS SOBRINHO,25064410,EMEF JOSE LINS SOBRINHO,"13/11/2025, 14/11/2025","Sim, de todos os materiais e testes",Concluído,20,15,35,1
2ª REGIAO DE ENSINO,AREIA,AREIA - EMEF MADRE TRAUTLINDE,25114328,EMEF MADRE TRAUTLINDE,nan,nan,nan,25,33,58,0
2ª REGIAO DE ENSINO,AREIA,AREIA - EMEF MARIA EMILIA MARACAJA,25064460,EMEF MARIA EMILIA MARACAJA,"13/11/2025, 14/11/2025, 17/11/2025, 18/11/2025","Sim, de todos os materiais e testes",Concluído,9,9,18,1
2ª REGIAO DE ENSINO,AREIA,AREIA - EMEF NENEN SILVA,25064541,EMEF NENEN SILVA,"13/11/2025, 17/11/2025, 18/11/2025","Sim, de todos os materiais e testes",Concluído,2,12,14,1
2ª REGIAO DE ENSINO,AREIA,AREIA - EMEF PROFESSOR ABEL BARBOSA DA SILVA,25106694,EMEF PROFESSOR ABEL BARBOSA DA SILVA,"13/11/2025, 14/11/2025","Sim, de todos os materiais e testes",Concluído,36,35,71,1
2ª REGIAO DE ENSINO,AREIA,AREIA - EMEF VER NELSON CARNEIRO,25064118,EMEF VER NELSON CARNEIRO,"12/11/2025, 13/11/2025, 14/11/2025","Sim, de todos os materiais e testes",Concluído,23,11,34,1
2ª REGIAO DE ENSINO,AREIA,AREIA - ESC MUL JOSE RODRIGUES,25064428,ESC MUL JOSE RODRIGUES,nan,nan,nan,31,28,59,0
2ª REGIAO DE ENSINO,AREIA,AREIA - ESC MUL PEDRO HONORIO,25064193,ESC MUL PEDRO HONORIO,13/11/2025,"Sim, de todos os materiais e testes",Concluído,15,10,25,1
2ª REGIAO DE ENSINO,AREIA,AREIA - ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL LUCIA GIOVANNA DUARTE DE MELO,25132539,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL LUCIA GIOVANNA DUARTE DE MELO,"13/11/2025, 14/11/2025, 17/11/2025, 18/11/2025","Sim, de todos os materiais e testes",Concluído,46,53,99,1
2ª REGIAO DE ENSINO,BANANEIRAS,BANANEIRAS - EMEF ANTONIO COUTINHO DE MEDEIROS,25065181,EMEF ANTONIO COUTINHO DE MEDEIROS,nan,nan,nan,2,4,6,0
2ª REGIAO DE ENSINO,BANANEIRAS,BANANEIRAS - EMEF APRIGIO PATRICIO RAMALHO,25065190,EMEF APRIGIO PATRICIO RAMALHO,nan,nan,nan,4,9,13,0
2ª REGIAO DE ENSINO,BANANEIRAS,BANANEIRAS - EMEF ARLINDO RAMALHO,25065343,EMEF ARLINDO RAMALHO,nan,nan,nan,7,5,12,0
2ª REGIAO DE ENSINO,BANANEIRAS,BANANEIRAS - EMEF DO JARACATIA,25065327,EMEF DO JARACATIA,12/11/2025,Apenas dos testes,Concluído,10,6,16,1
2ª REGIAO DE ENSINO,BANANEIRAS,BANANEIRAS - EMEF DO OLHO DAGUA,25065009,EMEF DO OLHO DAGUA,12/11/2025,"Sim, de todos os materiais e testes",Concluído,3,3,6,1
2ª REGIAO DE ENSINO,BANANEIRAS,BANANEIRAS - EMEF DR DIONISIO MAIA,25065505,EMEF DR DIONISIO MAIA,nan,nan,nan,-,20,20,0
2ª REGIAO DE ENSINO,BANANEIRAS,BANANEIRAS - EMEF DR JOAQUIM F DE MEDEIROS,25065386,EMEF DR JOAQUIM F DE MEDEIROS,13/11/2025,"Sim, de todos os materiais e testes",Concluído,32,24,56,1
2ª REGIAO DE ENSINO,BANANEIRAS,BANANEIRAS - EMEF FERNANDO BATISTA COUTINHO,25065084,EMEF FERNANDO BATISTA COUTINHO,"13/11/2025, 14/11/2025","Sim, de todos os materiais e testes",Concluído,5,4,9,1
2ª REGIAO DE ENSINO,BANANEIRAS,BANANEIRAS - EMEF FRANCISCO LOPES DE AZEVEDO,25065262,EMEF FRANCISCO LOPES DE AZEVEDO,nan,nan,nan,5,7,12,0
2ª REGIAO DE ENSINO,BANANEIRAS,BANANEIRAS - EMEF JOAO FLORENTINO DA ROCHA,25065335,EMEF JOAO FLORENTINO DA ROCHA,"12/11/2025, 13/11/2025","Sim, de todos os materiais e testes",Concluído,9,6,15,1
2ª REGIAO DE ENSINO,BANANEIRAS,BANANEIRAS - EMEF JOAO PAULO II,25065149,EMEF JOAO PAULO II,nan,nan,nan,24,21,45,0
2ª REGIAO DE ENSINO,BANANEIRAS,BANANEIRAS - EMEF JOSE HENRIQUE PEREIRA,25065211,EMEF JOSE HENRIQUE PEREIRA,"12/11/2025, 13/11/2025","Sim, de todos os materiais e testes",Concluído,43,18,61,1
2ª REGIAO DE ENSINO,BANANEIRAS,BANANEIRAS - EMEF JOSE ROCHA CIRNE,25065157,EMEF JOSE ROCHA CIRNE,12/11/2025,"Sim, de todos os materiais e testes",Concluído,15,15,30,1
2ª REGIAO DE ENSINO,BANANEIRAS,BANANEIRAS - EMEF JOSE ROCHA SOBRINHO,25065238,EMEF JOSE ROCHA SOBRINHO,nan,nan,nan,3,6,9,0
2ª REGIAO DE ENSINO,BANANEIRAS,BANANEIRAS - EMEF LINDOLFO GRILO,25065459,EMEF LINDOLFO GRILO,"12/11/2025, 13/11/2025","Sim, de todos os materiais e testes",Concluído,7,9,16,1
2ª REGIAO DE ENSINO,BANANEIRAS,BANANEIRAS - EMEF MAJOR AUGUSTO BEZERRA,25065440,EMEF MAJOR AUGUSTO BEZERRA,nan,nan,nan,11,12,23,0
2ª REGIAO DE ENSINO,BANANEIRAS,BANANEIRAS - EMEF NOSSA SENHORA APARECIDA,25114824,EMEF NOSSA SENHORA APARECIDA,"12/11/2025, 14/11/2025","Sim, de todos os materiais e testes",Concluído,4,6,10,1
2ª REGIAO DE ENSINO,BANANEIRAS,BANANEIRAS - EMEF PROF SOLANGE R DE FONTES,25065297,EMEF PROF SOLANGE R DE FONTES,nan,nan,nan,8,8,16,0
2ª REGIAO DE ENSINO,BANANEIRAS,BANANEIRAS - EMEF RURAL MISTA DE ALINORTE,25064851,EMEF RURAL MISTA DE ALINORTE,nan,nan,nan,4,-,4,0
2ª REGIAO DE ENSINO,BANANEIRAS,BANANEIRAS - EMEF SANTO EXPEDITO,25065424,EMEF SANTO EXPEDITO,nan,nan,nan,3,2,5,0
